work_id,work_type,year,n_amendment_operations,n_history_witnesses,operation_families,latest_version_id
act_public_1858_38,act_public,2007,5,5,substituted:5,act_public_1858_38_en_2007-09-03
act_public_1858_51,act_public,2007,2,2,substituted:2,act_public_1858_51_en_2007-09-03
act_public_1871_23,act_public,2017,2,2,repealed:2,act_public_1871_23_en_2017-06-03
act_public_1871_24,act_public,2007,17,17,__missing__:1;substituted:16,act_public_1871_24_en_2007-09-03
act_public_1872_13,act_public,2017,12,12,repealed:12,act_public_1872_13_en_2017-06-03
act_public_1872_64,act_public,2007,6,6,repealed:3;substituted:3,act_public_1872_64_en_2007-09-03
act_public_1873_21,act_public,2007,2,2,substituted:2,act_public_1873_21_en_2007-09-03
act_public_1873_49,act_public,2007,8,8,amended:1;substituted:7,act_public_1873_49_en_2007-09-03
act_public_1874_34,act_public,2007,6,6,repealed:2;substituted:4,act_public_1874_34_en_2007-09-03
act_public_1874_41,act_public,2007,2,2,substituted:2,act_public_1874_41_en_2007-09-03
act_public_1874_44,act_public,2007,2,2,substituted:2,act_public_1874_44_en_2007-09-03
act_public_1875_27,act_public,2007,2,2,repealed:2,act_public_1875_27_en_2007-09-03
act_public_1875_34,act_public,2007,12,12,__missing__:1;amended:1;repealed:9;substituted:1,act_public_1875_34_en_2007-09-03B
act_public_1875_45,act_public,2007,2,2,repealed:2,act_public_1875_45_en_2007-09-03
act_public_1875_56,act_public,2007,31,31,repealed:28;substituted:3,act_public_1875_56_en_2007-09-03
act_public_1875_62,act_public,2007,1,1,substituted:1,act_public_1875_62_en_2007-09-03
act_public_1876_10,act_public,2007,1,1,substituted:1,act_public_1876_10_en_2007-09-03
act_public_1876_23,act_public,2007,2,2,substituted:2,act_public_1876_23_en_2007-09-03
act_public_1876_24,act_public,2007,5,5,amended:2;repealed:1;substituted:2,act_public_1876_24_en_2007-09-03
act_public_1876_31,act_public,2007,3,3,amended:1;repealed:2,act_public_1876_31_en_2007-09-03
act_public_1876_57,act_public,2007,3,3,amended:1;repealed:2,act_public_1876_57_en_2007-09-03
act_public_1876_72,act_public,2007,7,7,repealed:6;substituted:1,act_public_1876_72_en_2007-09-03
act_public_1876_79,act_public,2007,7,7,__missing__:1;inserted:3;substituted:3,act_public_1876_79_en_2007-09-03
act_public_1876_86,act_public,2021,61,61,amended:2;repealed:57;substituted:2,act_public_1876_86_en_2021-10-28
act_public_1876_97,act_public,2003,60,60,repealed:60,act_public_1876_97_en_2003-07-01
act_public_1878_33,act_public,2021,2,2,__missing__:1;inserted:1,act_public_1878_33_en_2021-10-28
act_public_1879_23,act_public,2007,1,1,amended:1,act_public_1879_23_en_2007-09-03
act_public_1885_33,act_public,2018,29,29,amended:11;inserted:4;repealed:2;replaced:12,act_public_1885_33_en_2018-11-12
act_public_1886_42,act_public,2007,3,3,amended:1;substituted:2,act_public_1886_42_en_2007-09-03
act_public_1887_1,act_public,2021,1,1,inserted:1,act_public_1887_1_en_2021-10-28
act_public_1888_14,act_public,2007,1,1,repealed:1,act_public_1888_14_en_2007-09-03
act_public_1890_33,act_public,2007,8,8,repealed:2;substituted:6,act_public_1890_33_en_2007-09-03
act_public_1892_11,act_public,1993,26,26,amended:25;repealed:1,act_public_1892_11_en_1993-09-15
act_public_1893_14,act_public,2007,1,1,amended:1,act_public_1893_14_en_2007-09-03
act_public_1893_48,act_public,2007,2,2,substituted:2,act_public_1893_48_en_2007-09-03
act_public_1896_21,act_public,2007,2,2,__unclassified__:2,act_public_1896_21_en_2007-09-03
act_public_1897_28,act_public,2007,5,5,amended:1;repealed:1;substituted:3,act_public_1897_28_en_2007-09-03
act_public_1898_39,act_public,2020,45,45,amended:4;repealed:34;substituted:7,act_public_1898_39_en_2020-08-01
act_public_1901_51,act_public,2007,2,2,substituted:2,act_public_1901_51_en_2007-09-03
act_public_1901_70,act_public,2007,10,10,amended:1;repealed:9,act_public_1901_70_en_2007-09-03
act_public_1901_71,act_public,2015,43,43,__unclassified__:2;repealed:33;substituted:8,act_public_1901_71_en_2015-09-23
act_public_1904_59,act_public,2007,4,4,repealed:4,act_public_1904_59_en_2007-09-03
act_public_1905_19,act_public,2007,5,5,substituted:5,act_public_1905_19_en_2007-09-03
act_public_1905_48,act_public,2007,1,1,substituted:1,act_public_1905_48_en_2007-09-03
act_public_1905_59,act_public,2007,5,5,amended:1;repealed:1;substituted:3,act_public_1905_59_en_2007-09-03
act_public_1906_60,act_public,2007,29,29,__unclassified__:21;repealed:2;replaced:1;substituted:5,act_public_1906_60_en_2007-09-03
act_public_1907_40,act_public,2017,1,1,repealed:1,act_public_1907_40_en_2017-06-03
act_public_1907_54,act_public,2007,2,2,substituted:2,act_public_1907_54_en_2007-09-03
act_public_1907_72,act_public,2007,29,29,__unclassified__:2;repealed:7;substituted:20,act_public_1907_72_en_2007-09-03
act_public_1908_101,act_public,2014,296,296,__missing__:1;__unclassified__:1;amended:7;inserted:2;repealed:277;substituted:8,act_public_1908_101_en_2014-08-08
act_public_1908_103,act_public,2007,16,16,repealed:13;substituted:3,act_public_1908_103_en_2007-09-03
act_public_1908_105,act_public,2021,165,165,amended:38;inserted:22;repealed:100;replaced:5,act_public_1908_105_en_2021-10-28
act_public_1908_112,act_public,2013,5,5,amended:1;repealed:3;replaced:1,act_public_1908_112_en_2013-07-01
act_public_1908_117,act_public,2018,46,46,amended:1;repealed:45,act_public_1908_117_en_2018-10-01
act_public_1908_139,act_public,2020,46,46,amended:11;brought into force:3;inserted:10;repealed:22,act_public_1908_139_en_2020-04-21
act_public_1908_15,act_public,2017,38,38,amended:12;inserted:16;repealed:3;replaced:7,act_public_1908_15_en_2017-03-01
act_public_1908_165,act_public,2023,207,207,__missing__:11;amended:43;inserted:24;repealed:55;substituted:74,act_public_1908_165_en_2023-12-23
act_public_1908_168,act_public,2017,37,37,amended:20;inserted:6;repealed:6;replaced:5,act_public_1908_168_en_2017-09-01
act_public_1908_176,act_public,2011,28,28,__missing__:3;amended:10;inserted:1;repealed:6;substituted:8,act_public_1908_176_en_2011-07-01
act_public_1908_194,act_public,2013,18,18,amended:13;inserted:2;repealed:2;replaced:1,act_public_1908_194_en_2013-08-05
act_public_1908_196,act_public,2026,21,21,amended:9;inserted:3;repealed:3;replaced:6,act_public_1908_196_en_2026-04-05
act_public_1908_212,act_public,2026,76,76,amended:25;inserted:19;repealed:10;replaced:22,act_public_1908_212_en_2026-04-05
act_public_1908_220,act_public,2021,5,5,__unclassified__:1;amended:3;replaced:1,act_public_1908_220_en_2021-10-28
act_public_1908_221,act_public,2007,14,14,repealed:2;substituted:12,act_public_1908_221_en_2007-09-03
act_public_1908_23,act_public,2020,36,36,repealed:31;substituted:5,act_public_1908_23_en_2020-08-07
act_public_1908_25,act_public,2020,41,41,amended:20;editorial change:1;inserted:8;repealed:3;replaced:9,act_public_1908_25_en_2020-08-26B
act_public_1908_257,act_public,2017,1,1,repealed:1,act_public_1908_257_en_2017-06-03
act_public_1908_33,act_public,2018,48,48,__unclassified__:2;amended:35;inserted:3;repealed:5;substituted:3,act_public_1908_33_en_2018-11-12
act_public_1908_36,act_public,2017,363,363,__missing__:1;amended:4;inserted:1;repealed:355;substituted:2,act_public_1908_36_en_2017-06-03
act_public_1908_4,act_public,2017,1,1,repealed:1,act_public_1908_4_en_2017-06-03
act_public_1908_40,act_public,2021,39,39,__missing__:1;amended:14;inserted:3;repealed:5;replaced:1;substituted:15,act_public_1908_40_en_2021-10-28
act_public_1908_47,act_public,2008,13,13,amended:5;repealed:1;substituted:7,act_public_1908_47_en_2008-01-01
act_public_1908_4A,act_public_1908,2021,15,15,amended:3;inserted:7;substituted:5,act_public_1908_4A_en_2021-10-28
act_public_1908_56,act_public,2007,242,242,__missing__:2;__unclassified__:1;amended:43;inserted:65;repealed:109;substituted:22,act_public_1908_56_en_2007-08-01
act_public_1908_80,act_public,2017,19,19,amended:3;repealed:16,act_public_1908_80_en_2017-03-01
act_public_1908_81,act_public,2025,146,146,__missing__:1;__unclassified__:1;amended:54;brought into force:2;inserted:41;repealed:19;replaced:3;substituted:25,act_public_1908_81_en_2025-03-30
act_public_1908_89,act_public,2018,266,266,amended:14;brought into force:1;inserted:6;repealed:241;replaced:4,act_public_1908_89_en_2018-01-01
act_public_1908_96,act_public,2023,132,132,amended:74;inserted:11;repealed:35;replaced:12,act_public_1908_96_en_2023-12-23
act_public_1909_13,act_public,2023,21,21,amended:15;inserted:2;repealed:1;replaced:2;substituted:1,act_public_1909_13_en_2023-04-05
act_public_1910_25,act_public,2012,4,4,repealed:1;substituted:3,act_public_1910_25_en_2012-08-31
act_public_1910_27,act_public,2018,3,3,repealed:2;substituted:1,act_public_1910_27_en_2018-01-01
act_public_1910_28,act_public,2026,18,18,amended:4;repealed:11;replaced:3,act_public_1910_28_en_2026-04-05
act_public_1910_40,act_public,2015,6,6,amended:2;inserted:1;repealed:1;replaced:2,act_public_1910_40_en_2015-11-07
act_public_1910_80,act_public,2007,28,28,amended:2;repealed:11;substituted:15,act_public_1910_80_en_2007-09-03
act_public_1911_29,act_public,2007,11,11,repealed:8;substituted:3,act_public_1911_29_en_2007-09-03
act_public_1912_46,act_public,2007,27,27,amended:2;repealed:12;substituted:13,act_public_1912_46_en_2007-09-03
act_public_1912_7,act_public,2007,6,6,amended:3;substituted:3,act_public_1912_7_en_2007-09-03
act_public_1913_31,act_public,2007,6,6,repealed:6,act_public_1913_31_en_2007-09-03
act_public_1913_35,act_public,2007,8,8,inserted:1;repealed:5;substituted:2,act_public_1913_35_en_2007-09-03
act_public_1913_67,act_public,2007,37,37,amended:2;inserted:1;repealed:19;substituted:15,act_public_1913_67_en_2007-09-03
act_public_1914_19,act_public,2007,1,1,substituted:1,act_public_1914_19_en_2007-09-03
act_public_1914_70,act_public,2007,57,57,__missing__:1;amended:2;repealed:16;substituted:38,act_public_1914_70_en_2007-09-03
act_public_1915_40,act_public,2021,810,810,__missing__:1;amended:86;inserted:16;repealed:689;replaced:16;substituted:2,act_public_1915_40_en_2021-10-28
act_public_1915_42,act_public,2012,7,7,repealed:1;substituted:6,act_public_1915_42_en_2012-04-12
act_public_1915_68,act_public,2021,58,58,amended:7;inserted:1;repealed:13;substituted:37,act_public_1915_68_en_2021-10-28
act_public_1916_14,act_public,2007,63,63,amended:3;inserted:1;repealed:34;substituted:25,act_public_1916_14_en_2007-09-03
act_public_1917_26,act_public,2007,106,106,amended:3;repealed:71;substituted:32,act_public_1917_26_en_2007-09-03
act_public_1918_23,act_public,2007,50,50,__unclassified__:1;inserted:1;repealed:22;substituted:26,act_public_1918_23_en_2007-09-03
act_public_1918_3,act_public,2026,9,9,amended:5;inserted:1;repealed:3,act_public_1918_3_en_2026-04-05
act_public_1919_17,act_public,2018,2,2,amended:2,act_public_1919_17_en_2018-11-12
act_public_1919_18,act_public,2008,1,1,amended:1,act_public_1919_18_en_2008-01-01B
act_public_1919_41,act_public,2013,5,5,inserted:1;repealed:1;replaced:2;substituted:1,act_public_1919_41_en_2013-12-05
act_public_1919_54,act_public,2007,54,54,__missing__:12;amended:11;inserted:2;repealed:12;substituted:17,act_public_1919_54_en_2007-09-03
act_public_1919_7,act_public,2007,8,8,substituted:8,act_public_1919_7_en_2007-09-03
act_public_1920_46,act_public,2012,21,21,amended:1;inserted:6;repealed:3;substituted:11,act_public_1920_46_en_2012-12-12
act_public_1920_50,act_public,2026,6,6,amended:2;inserted:1;repealed:1;substituted:2,act_public_1920_50_en_2026-04-05
act_public_1920_56,act_public,2007,9,9,amended:5;inserted:1;repealed:3,act_public_1920_56_en_2007-09-03
act_public_1920_57,act_public,2021,7,7,amended:4;inserted:3,act_public_1920_57_en_2021-10-28
act_public_1920_75,act_public,2020,53,53,amended:5;repealed:10;substituted:38,act_public_1920_75_en_2020-08-07
act_public_1920_84,act_public,2021,14,14,__unclassified__:1;amended:7;inserted:1;repealed:5,act_public_1920_84_en_2021-10-28
act_public_1921_12,act_public,2021,10,10,amended:6;inserted:2;replaced:2,act_public_1921_12_en_2021-10-28
act_public_1921_14,act_public,2007,13,13,inserted:1;repealed:9;substituted:3,act_public_1921_14_en_2007-09-20
act_public_1921_55,act_public,2007,25,25,amended:4;inserted:1;substituted:20,act_public_1921_55_en_2007-09-03
act_public_1921_59,act_public,2013,64,64,amended:45;inserted:1;repealed:17;replaced:1,act_public_1921_59_en_2013-07-01
act_public_1922_25,act_public,2017,1,1,repealed:1,act_public_1922_25_en_2017-09-01
act_public_1922_27,act_public,2026,3,3,repealed:3,act_public_1922_27_en_2026-04-05
act_public_1922_5,act_public,2007,13,13,amended:4;repealed:7;substituted:2,act_public_1922_5_en_2007-09-03
act_public_1922_50,act_public,2007,92,92,__missing__:1;amended:11;inserted:2;repealed:26;substituted:52,act_public_1922_50_en_2007-09-03
act_public_1922_9,act_public,2021,12,12,inserted:2;repealed:10,act_public_1922_9_en_2021-10-28
act_public_1923_35,act_public,2009,57,57,amended:3;repealed:16;replaced:1;substituted:37,act_public_1923_35_en_2009-08-05
act_public_1923_42,act_public,2007,1,1,repealed:1,act_public_1923_42_en_2007-09-03
act_public_1924_11,act_public,1999,1,1,repealed:1,act_public_1924_11_en_1999-11-01
act_public_1924_3,act_public,2017,5,5,repealed:5,act_public_1924_3_en_2017-06-03
act_public_1924_55,act_public,2007,156,156,__unclassified__:2;amended:7;inserted:1;repealed:67;replaced:5;substituted:74,act_public_1924_55_en_2007-09-03
act_public_1925_25,act_public,2007,3,3,amended:1;repealed:2,act_public_1925_25_en_2007-09-03
act_public_1925_41,act_public,2021,11,11,amended:2;inserted:2;repealed:3;substituted:4,act_public_1925_41_en_2021-10-28
act_public_1925_46,act_public,2007,70,70,amended:3;repealed:15;substituted:52,act_public_1925_46_en_2007-09-03
act_public_1925_5,act_public,2021,6,6,amended:2;inserted:2;substituted:2,act_public_1925_5_en_2021-10-28
act_public_1926_64,act_public,2021,53,53,amended:14;inserted:3;repealed:35;replaced:1,act_public_1926_64_en_2021-10-28
act_public_1927_45,act_public,2013,114,114,amended:28;inserted:4;repealed:69;replaced:13,act_public_1927_45_en_2013-12-05
act_public_1928_18,act_public,2018,23,23,amended:15;inserted:1;repealed:3;replaced:4,act_public_1928_18_en_2018-11-12
act_public_1928_29,act_public,2013,86,86,amended:60;inserted:6;repealed:17;replaced:3,act_public_1928_29_en_2013-12-18
act_public_1930_23,act_public,2018,3,3,amended:1;repealed:1;substituted:1,act_public_1930_23_en_2018-11-12
act_public_1930_40,act_public,2017,44,44,amended:2;repealed:41;substituted:1,act_public_1930_40_en_2017-06-03
act_public_1931_11,act_public,2017,2,2,amended:1;repealed:1,act_public_1931_11_en_2017-06-03
act_public_1931_13,act_public,2021,2,2,repealed:1;replaced:1,act_public_1931_13_en_2021-10-28
act_public_1931_27,act_public,2018,31,31,amended:21;inserted:3;repealed:5;replaced:2,act_public_1931_27_en_2018-11-12
act_public_1931_29,act_public,2017,3,3,amended:2;repealed:1,act_public_1931_29_en_2017-06-03
act_public_1931_32,act_public,2021,168,168,amended:77;inserted:4;repealed:87,act_public_1931_32_en_2021-10-28
act_public_1931_41,act_public,1966,5,5,repealed:5,act_public_1931_41_en_1966-04-01
act_public_1931_43,act_public,1988,4,4,expired:1;repealed:3,act_public_1931_43_en_1988-05-01
act_public_1931_44,act_public,2017,48,48,repealed:48,act_public_1931_44_en_2017-06-03
act_public_1931_5,act_public,2017,50,50,amended:5;repealed:45,act_public_1931_5_en_2017-06-03
act_public_1931_6,act_public,2017,12,12,amended:2;repealed:7;replaced:3,act_public_1931_6_en_2017-06-03
act_public_1932_11,act_public,2017,67,67,amended:5;repealed:62,act_public_1932_11_en_2017-06-03
act_public_1932_18,act_public,2017,9,9,amended:1;repealed:6;substituted:2,act_public_1932_18_en_2017-06-03
act_public_1932_24,act_public,1949,7,7,amended:5;repealed:2,act_public_1932_24_en_1949-04-01
act_public_1932_28,act_public,2021,30,30,amended:5;inserted:14;repealed:5;replaced:6,act_public_1932_28_en_2021-10-28
act_public_1932_39,act_public,2017,1,1,repealed:1,act_public_1932_39_en_2017-06-03
act_public_1932_44,act_public,2021,7,7,amended:3;inserted:2;repealed:1;replaced:1,act_public_1932_44_en_2021-10-28
act_public_1932_46,act_public,1949,6,6,amended:4;repealed:2,act_public_1932_46_en_1949-04-01
act_public_1932_47,act_public,2003,7,7,repealed:6;replaced:1,act_public_1932_47_en_2003-07-01
act_public_1932_8,act_public,2017,65,65,amended:17;inserted:3;repealed:44;replaced:1,act_public_1932_8_en_2017-06-03
act_public_1933_33,act_public,2017,15,15,amended:1;repealed:13;replaced:1,act_public_1933_33_en_2017-06-03
act_public_1933_37,act_public,2017,11,11,repealed:10;substituted:1,act_public_1933_37_en_2017-06-03
act_public_1933_39,act_public,2017,6,6,amended:2;repealed:2;substituted:2,act_public_1933_39_en_2017-06-03
act_public_1933_41,act_public,2017,50,50,repealed:50,act_public_1933_41_en_2017-06-03
act_public_1933_45,act_public,1968,6,6,repealed:6,act_public_1933_45_en_1968-12-17
act_public_1933_46,act_public,2003,13,13,repealed:13,act_public_1933_46_en_2003-07-01
act_public_1933_50,act_public,1956,61,61,amended:31;inserted:1;repealed:27;replaced:2,act_public_1933_50_en_1956-10-25
act_public_1934_11,act_public,2021,78,78,amended:37;inserted:16;repealed:20;replaced:5,act_public_1934_11_en_2021-10-28
act_public_1934_15,act_public,2021,10,10,__missing__:2;amended:5;editorial change:1;inserted:2,act_public_1934_15_en_2021-10-28
act_public_1934_32,act_public,2003,5,5,amended:2;repealed:3,act_public_1934_32_en_2003-07-01
act_public_1934_33,act_public,1950,8,8,amended:1;repealed:7,act_public_1934_33_en_1950-09-04
act_public_1934_37,act_public,2021,21,21,amended:8;inserted:1;repealed:12,act_public_1934_37_en_2021-10-28
act_public_1934_39,act_public,2012,21,21,amended:7;repealed:3;substituted:11,act_public_1934_39_en_2012-08-31
act_public_1934_45,act_public,2021,42,42,amended:33;inserted:3;repealed:1;replaced:5,act_public_1934_45_en_2021-10-28
act_public_1935_30,act_public,1982,5,5,amended:3;repealed:2,act_public_1935_30_en_1982-05-06
act_public_1935_33,act_public,2003,5,5,repealed:5,act_public_1935_33_en_2003-07-01
act_public_1935_34,act_public,2021,204,204,amended:145;editorial change:10;inserted:26;repealed:12;replaced:11,act_public_1935_34_en_2021-10-28
act_public_1935_41,act_public,2017,27,27,repealed:27,act_public_1935_41_en_2017-06-03
act_public_1936_31,act_public,2017,39,39,amended:11;inserted:5;repealed:22;replaced:1,act_public_1936_31_en_2017-03-01
act_public_1936_33,act_public,2017,11,11,amended:7;repealed:4,act_public_1936_33_en_2017-06-03
act_public_1936_49,act_public,1973,4,4,repealed:4,act_public_1936_49_en_1973-04-01
act_public_1936_54,act_public,2003,13,13,amended:3;repealed:10,act_public_1936_54_en_2003-07-01
act_public_1936_56,act_public,2003,46,46,amended:30;repealed:16,act_public_1936_56_en_2003-07-01
act_public_1937_25,act_public,2006,3,3,repealed:3,act_public_1937_25_en_2006-11-14
act_public_1937_30,act_public,2017,5,5,amended:2;repealed:2;substituted:1,act_public_1937_30_en_2017-06-03
act_public_1937_34,act_public,2021,37,37,amended:21;inserted:1;repealed:15,act_public_1937_34_en_2021-10-28
act_public_1937_37,act_public,2023,19,19,amended:13;inserted:3;repealed:2;replaced:1,act_public_1937_37_en_2023-12-23
act_public_1937_39,act_public,1985,14,14,amended:11;repealed:3,act_public_1937_39_en_1985-04-03
act_public_1938_17,act_public,2021,166,166,__missing__:1;__unclassified__:1;amended:120;inserted:9;repealed:8;substituted:27,act_public_1938_17_en_2021-10-28
act_public_1938_18,act_public,1947,5,5,amended:2;repealed:3,act_public_1938_18_en_1947-11-27
act_public_1938_19,act_public,1984,11,11,amended:2;inserted:1;repealed:8,act_public_1938_19_en_1984-01-13
act_public_1938_2,act_public,2008,27,27,amended:11;inserted:10;repealed:3;replaced:3,act_public_1938_2_en_2008-08-01
act_public_1938_20,act_public,2013,48,48,amended:2;repealed:42;substituted:4,act_public_1938_20_en_2013-07-01
act_public_1938_23,act_public,1991,34,34,amended:6;repealed:28,act_public_1938_23_en_1991-06-20
act_public_1938_9,act_public,2010,40,40,amended:11;inserted:8;repealed:1;substituted:20,act_public_1938_9_en_2010-06-01
act_public_1939_17,act_public,2026,3,3,amended:2;replaced:1,act_public_1939_17_en_2026-04-05
act_public_1939_18,act_public,2017,2,2,repealed:2,act_public_1939_18_en_2017-06-03
act_public_1939_23,act_public,1987,4,4,repealed:4,act_public_1939_23_en_1987-12-16
act_public_1939_25,act_public,1995,16,16,amended:2;inserted:4;repealed:10,act_public_1939_25_en_1995-06-30
act_public_1939_28,act_public,1956,29,29,amended:7;repealed:22,act_public_1939_28_en_1956-10-25
act_public_1939_38,act_public,2017,44,44,repealed:44,act_public_1939_38_en_2017-06-03
act_public_1939_39,act_public,2013,81,81,amended:4;inserted:1;repealed:66;substituted:10,act_public_1939_39_en_2013-12-05
act_public_1940_13,act_public,2002,18,18,amended:13;inserted:2;repealed:3,act_public_1940_13_en_2002-03-01
act_public_1940_16,act_public,2003,8,8,amended:4;repealed:4,act_public_1940_16_en_2003-07-01
act_public_1940_19,act_public,2017,19,19,repealed:19,act_public_1940_19_en_2017-06-03
act_public_1940_26,act_public,2017,7,7,repealed:7,act_public_1940_26_en_2017-06-03
act_public_1941_12,act_public,2023,392,392,amended:182;editorial change:2;inserted:46;repealed:119;replaced:43,act_public_1941_12_en_2023-12-23
act_public_1941_20,act_public,2020,15,15,amended:11;replaced:4,act_public_1941_20_en_2020-08-01
act_public_1941_21,act_public,1953,8,8,amended:6;repealed:2,act_public_1941_21_en_1953-04-01
act_public_1941_22,act_public,1956,32,32,amended:8;repealed:24,act_public_1941_22_en_1956-10-25
act_public_1941_23,act_public,2003,1,1,repealed:1,act_public_1941_23_en_2003-07-01
act_public_1941_27,act_public,2017,9,9,inserted:1;repealed:7;replaced:1,act_public_1941_27_en_2017-06-03
act_public_1941_4,act_public,2017,31,31,repealed:31,act_public_1941_4_en_2017-06-03
act_public_1941_6,act_public,2017,9,9,amended:5;repealed:2;replaced:2,act_public_1941_6_en_2017-06-03
act_public_1942_13,act_public,1981,2,2,repealed:2,act_public_1942_13_en_1981-11-19
act_public_1942_14,act_public,2017,25,25,expired:1;repealed:24,act_public_1942_14_en_2017-06-03
act_public_1942_17,act_public,1999,2,2,repealed:2,act_public_1942_17_en_1999-09-08
act_public_1943_14,act_public,1985,5,5,amended:2;repealed:3,act_public_1943_14_en_1985-04-03
act_public_1943_17,act_public,2003,3,3,repealed:3,act_public_1943_17_en_2003-07-01
act_public_1943_20,act_public,2017,3,3,repealed:2;substituted:1,act_public_1943_20_en_2017-06-03
act_public_1943_24,act_public,2011,37,37,amended:8;repealed:28;replaced:1,act_public_1943_24_en_2011-09-16
act_public_1944_18,act_public,1955,6,6,inserted:1;repealed:5,act_public_1944_18_en_1955-10-26
act_public_1944_20,act_public,2017,2,2,repealed:1;replaced:1,act_public_1944_20_en_2017-09-01
act_public_1944_22,act_public,1947,1,1,amended:1,act_public_1944_22_en_1947-11-27
act_public_1944_23,act_public,2003,4,4,repealed:4,act_public_1944_23_en_2003-07-01
act_public_1944_25,act_public,2017,6,6,repealed:2;substituted:4,act_public_1944_25_en_2017-06-03
act_public_1945_16,act_public,2007,35,35,__missing__:1;__unclassified__:3;amended:1;inserted:1;repealed:27;substituted:2,act_public_1945_16_en_2007-08-01
act_public_1945_2,act_public,2017,15,15,inserted:1;repealed:14,act_public_1945_2_en_2017-06-03
act_public_1945_29,act_public,1948,2,2,repealed:2,act_public_1945_29_en_1948-11-26
act_public_1945_31,act_public,1955,2,2,repealed:2,act_public_1945_31_en_1955-10-21
act_public_1945_33,act_public,2024,44,44,amended:9;inserted:17;repealed:1;replaced:17,act_public_1945_33_en_2024-08-10
act_public_1945_40,act_public,2007,9,9,__missing__:2;amended:3;repealed:4,act_public_1945_40_en_2007-09-20
act_public_1945_41,act_public,2021,49,49,amended:26;inserted:6;repealed:10;replaced:7,act_public_1945_41_en_2021-10-28
act_public_1945_42,act_public,1971,18,18,amended:6;repealed:11;replaced:1,act_public_1945_42_en_1971-01-01
act_public_1946_3,act_public,2008,25,25,amended:6;inserted:4;repealed:2;substituted:13,act_public_1946_3_en_2008-11-01
act_public_1946_30,act_public,2007,74,74,amended:16;repealed:48;substituted:10,act_public_1946_30_en_2007-09-20
act_public_1946_34,act_public,1992,2,2,repealed:1;replaced:1,act_public_1946_34_en_1992-11-18
act_public_1946_37,act_public,1956,28,28,amended:9;repealed:19,act_public_1946_37_en_1956-10-25
act_public_1946_39,act_public,1972,5,5,repealed:5,act_public_1946_39_en_1972-01-29
act_public_1946_5,act_public,2021,6,6,inserted:1;repealed:2;replaced:2;substituted:1,act_public_1946_5_en_2021-10-28
act_public_1946_7,act_public,2021,14,14,amended:10;editorial change:2;replaced:2,act_public_1946_7_en_2021-10-28
act_public_1947_16,act_public,2018,238,238,brought into force:2;repealed:236,act_public_1947_16_en_2018-01-01
act_public_1947_18,act_public,1990,4,4,amended:2;replaced:2,act_public_1947_18_en_1990-01-02
act_public_1947_3,act_public,1995,6,6,amended:3;inserted:1;repealed:1;replaced:1,act_public_1947_3_en_1995-02-01
act_public_1947_54,act_public,1953,1,1,repealed:1,act_public_1947_54_en_1953-04-01
act_public_1947_56,act_public,1960,3,3,__unclassified__:1;repealed:2,act_public_1947_56_en_1960-10-25
act_public_1947_59,act_public,2003,58,58,amended:1;repealed:57,act_public_1947_59_en_2003-07-01
act_public_1947_63,act_public,2021,126,126,amended:68;inserted:12;repealed:34;replaced:12,act_public_1947_63_en_2021-10-28
act_public_1948_24,act_public,2021,66,66,amended:33;brought into force:1;inserted:19;repealed:6;replaced:7,act_public_1948_24_en_2021-10-28
act_public_1948_36,act_public,2017,71,71,amended:45;inserted:3;repealed:17;replaced:6,act_public_1948_36_en_2017-01-04
act_public_1948_40,act_public,2020,22,22,amended:13;inserted:1;repealed:2;substituted:6,act_public_1948_40_en_2020-08-07
act_public_1948_50,act_public,2021,148,148,__missing__:2;amended:88;editorial change:2;inserted:11;repealed:28;replaced:17,act_public_1948_50_en_2021-10-28
act_public_1948_51,act_public,2021,38,38,__unclassified__:3;amended:19;inserted:10;repealed:1;replaced:5,act_public_1948_51_en_2021-10-28
act_public_1948_63,act_public,2021,60,60,amended:29;inserted:17;repealed:7;replaced:7,act_public_1948_63_en_2021-10-28
act_public_1948_64,act_public,2023,559,559,__missing__:2;__unclassified__:1;amended:277;editorial change:31;inserted:98;repealed:77;replaced:73,act_public_1948_64_en_2023-12-23
act_public_1948_67,act_public,1960,1,1,repealed:1,act_public_1948_67_en_1960-04-01
act_public_1948_69,act_public,1964,23,23,repealed:23,act_public_1948_69_en_1964-11-11
act_public_1948_72,act_public,1981,6,6,amended:1;repealed:3;replaced:2,act_public_1948_72_en_1981-11-19
act_public_1948_78,act_public,2017,68,68,amended:3;repealed:64;replaced:1,act_public_1948_78_en_2017-06-03
act_public_1949_19,act_public,2025,444,444,amended:79;inserted:101;repealed:231;replaced:33,act_public_1949_19_en_2025-04-05
act_public_1949_24,act_public,2021,65,65,__missing__:1;amended:26;editorial change:13;inserted:5;repealed:15;replaced:5,act_public_1949_24_en_2021-10-28
act_public_1949_33,act_public,2021,37,37,amended:11;editorial change:1;inserted:11;repealed:5;replaced:9,act_public_1949_33_en_2021-02-06B
act_public_1949_34,act_public,2020,10,10,amended:2;inserted:5;repealed:2;replaced:1,act_public_1949_34_en_2020-08-07
act_public_1949_35,act_public,2003,3,3,repealed:3,act_public_1949_35_en_2003-07-01
act_public_1949_46,act_public,1991,34,34,repealed:34,act_public_1949_46_en_1991-08-01
act_public_1950_25,act_public,2018,2,2,repealed:1;substituted:1,act_public_1950_25_en_2018-01-01
